date,tx_pos,tx_incid,TO,R,rea,hosp,rad,dchosp,incid_rea,incid_hosp,incid_rad,incid_dchosp,conf,conf_j1,pos,esms_dc,dc_tot,pos_7j,cv_dose1,esms_cas
2021-12-06,6.57,473.63,0.433175168050613,1.33685632291167,2191,12096,439237,92778,307,1424,659,192,,11308,73820,26949,119727,317878,,184063
2021-12-07,6.64,488.58,0.464808224594701,1.30440738711913,2351,12714,440066,92942,408,1665,843,168,,59019,58089,26957,119899,327913,,221031
2021-12-08,6.7,500.1,0.479636219849743,1.27201487111231,2426,13044,440865,93071,276,1288,807,129,,61340,55828,26961,120032,335641,,221253
2021-12-09,6.66,505.56,0.486555950968762,1.24024798244627,2461,13363,441638,93198,243,1250,797,130,,56854,54838,26970,120168,339308,,221471
2021-12-10,6.66,508.3,0.493871095294583,1.20966224655384,2498,13629,442473,93339,250,1293,856,142,,55339,53626,26979,120318,341145,,221624
2021-12-11,6.66,510.03,0.501977066034006,1.18083557444765,2539,13855,442940,93404,176,787,481,66,,53720,37187,26979,120383,342305,,221624
2021-12-12,6.65,511.66,0.51443258204824,1.15447731878951,2602,14050,443159,93452,111,472,222,48,,43848,10019,26979,120431,343403,,221624
2021-12-13,6.72,519.52,0.544088572558323,1.13132902548058,2752,14527,443933,93683,379,1505,778,231,,12036,79093,26991,120674,348676,,222040
2021-12-14,6.75,524.53,0.551996836694346,1.1121410923599,2792,14819,445100,93841,362,1662,1182,158,,63405,61455,26991,120832,352041,,222043
2021-12-15,6.77,530.91,0.562079873467774,1.09769038044511,2843,15062,446101,93992,274,1453,1028,153,,65713,60105,26991,120983,356318,,222043
2021-12-16,6.77,536.16,0.559905100830368,1.08879352321488,2832,15142,447156,94157,248,1342,1068,166,,60866,58362,27014,121171,359842,,222391
2021-12-17,6.79,544.17,0.573546856465006,1.086308077696,2901,15410,448151,94319,301,1449,1014,163,,58128,59006,27014,121333,365223,,222391
2021-12-18,6.8,551.91,0.579873467773824,1.09116985569332,2933,15370,448891,94404,190,816,743,86,,58536,42375,27014,121418,370412,,222391
2021-12-19,6.83,556.9,0.580466587584025,1.10455982269498,2936,15528,449128,94479,91,485,244,75,,48473,13370,27014,121493,373763,,222391
2021-12-20,7.15,572.66,0.598062475286675,1.12785482586066,3025,15918,449970,94703,340,1466,857,225,,15075,89672,27014,121717,384340,,222391
2021-12-21,7.53,606.3,0.612099644128114,1.16246332951089,3096,16076,451213,94913,357,1661,1267,212,,72832,84032,27033,121946,406916,,223110
2021-12-22,7.88,656.29,0.622182680901542,1.20960398879119,3147,16118,452365,95083,322,1404,1160,170,,84272,93659,27033,122116,440469,,223110
2021-12-23,8.01,724.07,0.634242783708976,1.27003230587172,3208,16060,453573,95262,323,1347,1237,179,,91608,103855,27033,122295,485962,,223110
2021-12-24,8.27,783.81,0.643337287465401,1.34344574370357,3254,16173,454659,95429,316,1398,1105,169,,94124,97732,27033,122462,526052,,223110
2021-12-25,8.55,749.01,0.648873072360617,1.42707923681922,3282,16162,455323,95513,160,760,674,84,,104611,19118,27033,122546,502695,,223110
2021-12-26,8.83,779.1,0.652234084618426,1.51547693877841,3299,16365,455508,95609,93,506,192,96,,27697,33633,27033,122642,522896,,223110
2021-12-27,10.76,986.51,0.658956109134045,1.6014170896187,3333,16921,456295,95865,328,1634,805,256,,30383,229114,27033,122898,662096,,223110
2021-12-28,12.34,1173.44,0.675365757216291,1.6773317105685,3416,17405,457594,96107,417,2110,1305,242,,179807,209696,27081,123188,787551,,224250
2021-12-29,14.02,1365.34,0.68584420719652,1.7367380354865,3469,17856,458891,96291,363,1949,1311,185,,208099,222724,27081,123372,916348,,224250
2021-12-30,15.8,1556.17,0.693159351522341,1.77528129265803,3506,18321,460123,96471,299,1922,1239,180,,206243,232414,27081,123552,1044424,,224250
2021-12-31,16.83,1715.14,0.700474495848161,1.79135811111944,3543,18715,461407,96660,320,1928,1301,189,,232200,204118,27081,123741,1151117,,224250
2022-01-01,16.98,1734.13,0.703835508105971,1.78633386111411,3560,18811,462266,96770,197,1102,860,111,,219126,31873,27081,123851,1163864,,224250
2022-01-02,17.24,1784.34,0.706207987346777,1.76348869751131,3572,19043,462576,96861,101,652,310,91,,58432,67347,27081,123942,1197558,,224250
2022-01-03,18.89,2091.04,0.722419928825623,1.72678888249704,3654,19606,463863,97131,352,2160,1305,272,,67461,435037,27081,124212,1403404,,224250
2022-01-04,19.53,2292.85,0.724594701463029,1.68003968293737,3665,20186,465820,97424,460,2881,1996,297,,271686,345220,27139,124563,1538848,,226399
2022-01-05,19.72,2418.07,0.730525899565046,1.62644876939336,3695,20688,467508,97670,396,2483,1701,246,,332252,306838,27139,124809,1622886,,226399
2022-01-06,19.66,2500.86,0.743179122182681,1.56863684184664,3759,21169,469181,97874,410,2401,1696,206,,261481,288036,27139,125013,1678454,,226399
2022-01-07,20.04,2611.69,0.754250691973112,1.50915682091414,3815,21605,470797,98067,358,2308,1640,193,,328214,278179,27139,125206,1752836,,226399
2022-01-08,20.06,2866.65,0.755436931593515,1.45045203411801,3821,21721,472027,98209,243,1485,1235,143,,303669,203000,27139,125348,1923953,,226399
2022-01-09,20.03,2878.76,0.76057730328193,1.39474214343427,3847,21982,472488,98299,151,842,465,91,,296097,75489,27139,125438,1932081,,226399
2022-01-10,19.56,2873.66,0.771846579675761,1.34402562551375,3904,22749,473916,98579,380,2543,1446,281,,93896,431709,27139,125718,1928658,,226399
2022-01-11,19.46,2858.63,0.784697508896797,1.30015169915746,3969,23371,476124,98847,492,3149,2247,270,,368149,335225,27212,126059,1918570,,231490
2022-01-12,20.21,2909.08,0.787860814551206,1.26475535211276,3985,23889,478097,99093,381,2806,1995,249,,361719,340759,27212,126305,1952427,,231490
2022-01-13,21.45,2950.63,0.778766310794781,1.23865909628323,3939,24154,480068,99318,334,2513,1990,227,,305322,315975,27212,126530,1980314,,231490
2022-01-14,22.89,3021.73,0.770067220245156,1.22154131339903,3895,24511,481964,99509,310,2486,1938,196,,329371,325575,27212,126721,2028035,,231490
2022-01-15,23.96,3090.59,0.761565836298932,1.21213962489494,3852,24544,483438,99657,218,1690,1475,148,,324580,249241,27212,126869,2074250,,231490
2022-01-16,24.4,3123.09,0.761565836298932,1.20850625684168,3852,24887,484007,99755,119,1029,578,98,,278129,97316,27212,126967,2096059,,231490
2022-01-17,26.92,3271.05,0.773625939106366,1.2082018510099,3913,25776,485556,100051,355,2815,1587,298,,102144,531122,27212,127263,2195363,,231490
2022-01-18,28.24,3394.29,0.767299327797548,1.20851453612552,3881,26526,487977,100339,367,3509,2444,289,,464769,418010,27299,127638,2278078,,239276
2022-01-19,29.26,3512.01,0.761565836298932,1.20693946101769,3852,27230,490192,100570,330,3187,2230,232,,436167,419836,27299,127869,2357083,,239276
2022-01-20,30.23,3624.54,0.759588770264927,1.20177883941013,3842,27931,492256,100815,301,3053,2092,251,,425183,391581,27299,128114,2432610,,239276
2022-01-21,31.16,3704.91,0.749703440094899,1.19216483436235,3792,28457,494500,101048,329,3077,2256,235,,400851,379384,27299,128347,2486551,,239276
2022-01-22,31.68,3753.04,0.740608936338474,1.17787871237525,3746,28515,496206,101215,214,1994,1706,167,,389320,281571,27299,128514,2518852,,239276
2022-01-23,31.85,3759.43,0.743376828786082,1.15916221636705,3760,28838,496840,101330,143,1094,639,115,,301614,101613,27299,128629,2523139,,239276
2022-01-24,32.77,3814.76,0.74654013444049,1.1365720513915,3776,29748,498806,101723,337,3353,1993,393,,108481,568310,27299,129022,2560274,,239276
2022-01-25,33.06,3787.59,0.739620403321471,1.11087707341696,3741,30189,501762,102086,380,3842,2989,364,,501635,399827,27403,129489,2542038,,250371
2022-01-26,33.43,3731.38,0.733886911822855,1.08280661911133,3712,30624,504330,102344,341,3297,2581,258,,428008,382137,27403,129747,2504315,,250371
2022-01-27,33.77,3661.99,0.730328192961645,1.05297147081599,3694,30982,506728,102612,316,3095,2433,273,,392168,345038,27403,130015,2457743,,250371
2022-01-28,34.16,3582.22,0.722815342032424,1.02186763186131,3656,31271,509211,102875,321,3098,2523,264,,353503,325861,27403,130278,2404210,,250371
2022-01-29,34.39,3511.87,0.718465796757612,0.989895104495768,3634,31282,510921,103053,189,1911,1715,178,,332398,234350,27403,130456,2356992,,250371
2022-01-30,34.43,3478.97,0.719849742981416,0.957381390856703,3641,31536,511612,103180,115,1090,687,127,,249448,79532,27403,130583,2334908,,250371
2022-01-31,34.39,3303.34,0.731514432582048,0.924599751851239,3700,32374,513540,103528,334,3147,1956,348,,82657,450455,27403,130931,2217039,,250371
2022-02-01,34.12,3146.51,0.741597469355476,0.891767913955311,3751,32894,516458,103909,454,3917,2940,382,,416896,294562,27403,131312,2111780,,250371
2022-02-02,33.94,2984.07,0.731514432582048,0.859067222857419,3700,32720,519409,104185,366,3230,3031,277,,315363,273118,27403,131588,2002761,,250371
2022-02-03,33.66,2814.91,0.720245156188217,0.826669248421452,3643,32852,521380,104449,310,3091,2404,280,,274352,231504,27403,131852,1889228,,250371
2022-02-04,33.35,2640.96,0.715302491103203,0.794762853422628,3618,32988,524878,104804,402,4033,3524,355,,241049,209115,27403,132207,1772483,,250371
2022-02-05,33,2511.53,0.712930011862396,0.763582901383041,3606,32867,526609,104974,225,1816,1759,172,,214542,147485,27403,132377,1685612,,250371
2022-02-06,32.85,2460.38,0.70719652036378,0.733425863436425,3577,33027,527202,105103,106,902,596,129,,155439,45200,27403,132506,1651283,,250371
2022-02-07,31.78,2173.98,0.716093317516805,0.704604521689002,3622,33447,529180,105520,328,2830,2017,417,,46001,258216,27403,132923,1459068,,250371
2022-02-08,30.89,1972.95,0.702846975088968,0.677411387605409,3555,33352,531940,105882,320,3060,2796,363,,235267,159619,27732,133614,1324148,,281098
2022-02-09,30.17,1789.23,0.692566231712139,0.652129551351854,3503,32878,534705,106137,296,2614,2796,255,,179614,149809,27760,133897,1200843,,284489
2022-02-10,29.46,1634.31,0.675365757216291,0.629053837152238,3416,32415,537208,106447,288,2420,2541,310,,153025,127529,27820,134267,1096865,,288992
2022-02-11,28.88,1496.64,0.666468960063266,0.608508369058218,3371,31939,539749,106716,245,2377,2578,269,,131376,116709,27820,134536,1004471,,288992
2022-02-12,28.37,1401.5,0.65717674970344,0.590831295162986,3324,31522,541311,106877,156,1329,1570,161,,118611,83618,27820,134697,940619,,288992
2022-02-13,28.19,1373.5,0.65342032423883,0.576278491612489,3305,31621,541777,106984,90,697,475,107,,86562,26407,27820,134804,921826,,288992
2022-02-14,27,1208.76,0.651640964808225,0.565053342594923,3296,31532,543647,107369,311,2215,1907,388,,26475,147636,27820,135189,811257,,288992
2022-02-15,26.19,1110.38,0.639580862000791,0.557297953341822,3235,31091,546183,107670,291,2454,2561,304,,142253,93601,27909,135579,745232,,295985
2022-02-16,25.44,1023.78,0.618030842230131,0.553045769624792,3126,30578,548385,107913,207,1975,2215,244,,98735,91681,27942,135855,687110,,297784
2022-02-17,24.9,952.52,0.603993673388691,0.552154673125015,3055,29843,550715,108171,228,1882,2353,259,,92345,79698,27971,136142,639284,,299675
2022-02-18,24.46,890.66,0.587188612099644,0.554249333694608,2970,29194,552837,108444,196,1795,2161,273,,82553,75176,28002,136446,597768,,301833
2022-02-19,24.01,850.21,0.576907868722815,0.558793855572126,2918,28632,554200,108592,127,978,1370,148,,76638,56468,28002,136594,570617,,301833
2022-02-20,23.83,836.72,0.577896401739818,0.565266462880115,2923,28643,554598,108671,67,495,403,79,,59003,17353,28037,136708,561566,,301833
2022-02-21,22.98,766.29,0.574337682878608,0.573231932481584,2905,28383,556126,108954,210,1570,1540,283,,17195,100371,28037,136991,514296,,301833
2022-02-22,22.3,722.56,0.561882166864373,0.582382045696089,2842,27566,558452,109240,206,1834,2320,286,,97382,64245,28037,137277,484944,,304214
2022-02-23,21.8,682.58,0.544286279161724,0.592583058591456,2753,26881,560486,109452,177,1592,2040,213,,66833,64849,28037,137489,458111,,304331
2022-02-24,21.31,649.18,0.52510873863187,0.603930170818288,2656,26118,562358,109649,150,1352,1884,197,,66732,57284,28121,137770,435697,,308798
2022-02-25,20.9,616.25,0.503361012257809,0.616758458022576,2546,25484,564082,109837,111,1285,1716,188,,58138,53085,28121,137958,413598,,308889
2022-02-26,20.6,593.54,0.491103202846975,0.631483686898146,2484,25264,564911,109928,62,712,835,93,,53623,41227,28131,138059,398355,,310229
2022-02-27,20.5,587.24,0.492487149070779,0.648534788740375,2491,25277,565221,109980,59,384,319,52,,42600,13124,28155,138135,394124,,311485
2022-02-28,20.12,561.03,0.48556741795176,0.668328975024188,2456,25079,566378,110212,163,1210,1166,232,,13483,82785,28155,138367,376535,,311634
2022-03-01,19.98,548.73,0.476077500988533,0.691245742920113,2408,24437,568119,110412,218,1330,1750,200,,79794,55719,28164,138576,368278,,311694
2022-03-02,19.99,541.9,0.460458679319889,0.71759714442152,2329,23840,569768,110577,153,1249,1651,165,,57697,60313,28185,138762,363694,,313081
2022-03-03,20.14,541.24,0.441083432186635,0.747585694252238,2231,23175,571248,110744,100,1037,1503,167,,60225,56884,28198,138942,363253,,313964
2022-03-04,20.35,541.63,0.425662317121392,0.78123460568428,2153,22643,572604,110898,104,1012,1378,162,,57789,53405,28225,139123,363517,,315146
2022-03-05,20.58,546.22,0.410241202056149,0.818354639529209,2075,22196,573476,111006,55,542,877,109,,53678,44320,28237,139243,366596,,316069
2022-03-06,20.72,549.04,0.411032028469751,0.858523363615413,2079,22253,573639,111038,28,256,167,32,,45328,15039,28237,139275,368485,,316985
2022-03-07,21.29,570.33,0.413009094503756,0.901079642415929,2089,22208,574749,111211,153,1274,1116,173,,14496,97169,28240,139451,382777,,317026
2022-03-08,21.61,587.94,0.402530644523527,0.94514202504075,2036,21899,576142,111376,125,1312,1405,173,,93050,67544,28242,139618,394595,,317049
2022-03-09,22.04,609.65,0.387900355871886,0.989679554233761,1962,21509,577508,111511,120,1147,1383,136,,69190,74905,28262,139773,409166,,318182
2022-03-10,22.46,632.68,0.381178331356267,1.0336959492651,1928,21287,578723,111611,121,1122,1200,100,,74818,72344,28269,139880,424621,,319411
2022-03-11,22.92,660.79,0.370699881376038,1.07637341273027,1875,21024,579930,111744,119,1099,1225,134,,72399,72278,28285,140029,443492,,320602
2022-03-12,23.31,683.49,0.367141162514828,1.11713238350645,1857,20860,580578,111795,57,577,668,52,,72443,59567,28285,140080,458727,,320602
2022-03-13,23.46,689.56,0.366745749308027,1.15564535660066,1855,20917,580769,111824,27,285,194,29,,60422,19113,28285,140109,462800,,320602
2022-03-14,24.5,746.13,0.361012257809411,1.1918203877801,1826,20925,581897,111984,118,1318,1132,162,,18853,135167,28310,140294,500764,,322507
2022-03-15,25,785.93,0.352510873863187,1.22576232041159,1783,20919,583270,112128,141,1553,1385,146,,116618,94264,28312,140440,527477,,322650
2022-03-16,25.51,826.39,0.341637010676157,1.25763135999318,1728,20757,584548,112273,97,1313,1290,145,,108832,102061,28340,140613,554634,,324197
2022-03-17,25.97,864.91,0.335112692763938,1.28725794216192,1695,20609,585730,112379,100,1164,1205,110,,101747,98204,28350,140729,580484,,325633
2022-03-18,26.55,903.14,0.330960854092527,1.31411483456191,1674,20519,586852,112480,118,1182,1161,108,,97579,97959,28361,140841,606139,,326830
2022-03-19,27.04,933.03,0.32502965599051,1.33744362810363,1644,20440,587475,112534,51,620,637,59,,98104,79652,28369,140903,626206,,327910
2022-03-20,27.16,940.74,0.324634242783709,1.35639352811982,1642,20566,587639,112561,30,323,163,27,,81283,24287,28372,140933,631380,,329049
2022-03-21,28.11,1030.07,0.322657176749703,1.37014180836601,1632,20706,588719,112713,124,1401,1088,162,,24179,195138,28372,141085,691330,,329121
2022-03-22,28.69,1099.37,0.317121391854488,1.37797987881408,1604,20742,590037,112843,147,1562,1350,146,,180777,140826,28375,141218,737842,,329216
2022-03-23,29.24,1170.29,0.309213127718466,1.37940607636516,1564,20653,591389,112934,109,1373,1355,91,,145560,149672,28385,141319,785437,,330731
2022-03-24,29.76,1236.15,0.301107156979043,1.37430713374954,1523,20654,592602,113046,101,1338,1216,112,,148635,142416,28397,141443,829645,,332081
2022-03-25,30.22,1296.87,0.294385132463424,1.36290891692866,1489,20616,593988,113158,117,1488,1387,112,,143571,138753,28406,141564,870396,,333246
2022-03-26,30.48,1336.4,0.29280347963622,1.34564641428415,1481,20532,594630,113217,54,619,643,59,,139517,106186,28414,141631,896923,,334374
2022-03-27,30.54,1342.73,0.293792012653223,1.32304432510701,1486,20606,594814,113242,32,292,191,25,,110174,28546,28430,141672,901175,,335701
2022-03-28,31.04,1405.25,0.303084223013049,1.29571764904156,1533,21073,595854,113391,174,1694,1047,151,,29455,237097,28430,141821,943136,,335818
2022-03-29,30.98,1440.92,0.304072756030051,1.26464230035625,1538,21300,597352,113527,154,1892,1495,137,,217480,164741,28458,141985,967075,,337293
2022-03-30,30.95,1461.68,0.305654408857256,1.23108732386996,1546,21688,598673,113659,152,1892,1346,132,,169024,163603,28475,142134,981007,,339156
2022-03-31,30.96,1466.14,0.306642941874259,1.19646978062916,1551,21922,600034,113779,160,1763,1405,121,,169311,145397,28494,142273,983998,,340841
2022-04-01,31.07,1454.83,0.303875049426651,1.16227053656624,1537,22066,601418,113904,148,1682,1397,125,,148629,130776,28503,142407,976409,,342497
2022-04-02,31.11,1443.23,0.301107156979043,1.13000863403582,1523,22113,602269,113961,77,969,848,58,,132114,98416,28514,142475,968627,,343907
2022-04-03,31.13,1440.16,0.304270462633452,1.10115575703069,1539,22251,602444,113985,37,347,178,24,,102266,26499,28521,142506,966566,,345366
2022-04-04,31.26,1415.96,0.304665875840253,1.07671550129158,1541,22835,603702,114131,177,2021,1272,147,,27648,220913,28524,142655,950323,,345579
2022-04-05,31.35,1401.56,0.306840648477659,1.05694068764614,1552,23010,605372,114258,199,2052,1695,140,,203021,155112,28526,142784,940660,,345815
2022-04-06,31.5,1392.38,0.308620007908264,1.04140917542948,1561,23014,607194,114374,164,1948,1836,116,,161950,157530,28538,142912,934494,,347968
2022-04-07,31.7,1394.98,0.31079478054567,1.02915314436856,1572,23272,608546,114469,135,1760,1381,98,,158792,147201,28548,143017,936240,,349509
2022-04-08,32,1408.76,0.30723606168446,1.01875015977801,1554,23404,610159,114593,160,1903,1622,124,,148768,140012,28563,143156,945487,,351028
2022-04-09,32.14,1414.78,0.305061289047054,1.00838637770757,1543,23474,611100,114667,69,1103,938,74,,141690,102442,28576,143243,949529,,352451
2022-04-10,32.14,1411.78,0.308817714511665,0.996095487718397,1562,23626,611319,114695,47,401,216,28,,107654,24481,28593,143288,947515,,354253
2022-04-11,32.29,1389.23,0.31415579280348,0.980549477877284,1589,24205,612633,114871,171,2099,1315,176,,25492,205749,28595,143466,932380,,354438
2022-04-12,32.25,1365.94,0.32502965599051,0.96120461841829,1644,24693,614551,115027,269,2619,1938,156,,190762,139471,28598,143625,916749,,354683
2022-04-13,32.14,1331.92,0.326215895610913,0.938190069405496,1650,24778,616385,115161,179,2069,1860,134,,146426,134689,28616,143777,893921,,356926
2022-04-14,32.07,1296.71,0.325820482404112,0.912193790850208,1648,24828,618020,115284,189,1836,1644,123,,137342,123558,28626,143910,870287,,358760
2022-04-15,31.89,1251.2,0.326611308817715,0.884382212618656,1652,24909,619696,115427,209,1953,1711,143,,125394,109447,28634,144061,839741,,360538
2022-04-16,31.77,1222.5,0.322261763542902,0.856300618498264,1630,24894,620535,115472,63,885,840,45,,111583,83175,28650,144122,820479,,362309
2022-04-17,31.77,1214.7,0.323448003163306,0.829512183441825,1636,24922,620786,115501,38,315,251,29,,86650,19252,28656,144157,815249,,363980
2022-04-18,30.24,948.39,0.323250296559905,0.805159879180141,1635,24990,621002,115545,34,341,220,44,,19810,26995,28660,144205,636514,,364176
2022-04-19,31,987.27,0.332344800316331,0.783911918702665,1681,25277,622698,115726,203,2195,1714,181,,25465,165557,28661,144387,662607,,364274
2022-04-20,30.55,930.63,0.331553973902728,0.766009266239125,1677,25179,625022,115947,261,2537,2343,221,,155711,96671,28667,144614,624593,,364522
2022-04-21,30.03,874.42,0.332937920126532,0.751285010809886,1684,25018,626816,116114,181,1842,1820,167,,104007,85833,28685,144799,586868,,366329
2022-04-22,29.48,829.72,0.325227362593911,0.739174551874827,1645,24883,628608,116253,153,1829,1832,139,,88389,79431,28692,144945,556868,,367769
2022-04-23,28.74,789.07,0.323448003163306,0.728864892542486,1636,24840,629485,116312,69,916,893,59,,80571,55888,28708,145020,529587,,368634
2022-04-24,28.52,780.43,0.324238829576908,0.71963801525716,1640,24888,629768,116345,35,372,285,33,,58954,13442,28715,145060,523786,,369954
2022-04-25,28.86,893.82,0.327995255041518,0.710972998712921,1659,24980,631303,116541,198,1835,1540,196,,13984,103027,28716,145257,599888,,370062
2022-04-26,26.61,742.07,0.329576907868723,0.70255785745196,1667,24703,633262,116708,202,1932,2021,167,,97498,63680,28719,145427,498039,,370218
2022-04-27,25.67,685.02,0.327797548438118,0.694300617753174,1658,24431,634936,116854,168,1580,1696,147,,67711,58354,28725,145579,459751,,371164
2022-04-28,24.79,633.78,0.322064056939502,0.686336863530864,1629,24130,636491,116970,155,1403,1570,116,,59760,51434,28741,145711,425362,,372470
2022-04-29,24.02,587.96,0.314551206010281,0.678978788647018,1591,23579,638182,117119,141,1326,1744,149,,52919,48665,28750,145869,394610,,373504
2022-04-30,23.58,557.25,0.308817714511665,0.672576666727182,1562,23302,638905,117171,45,558,751,52,,49482,35301,28759,145930,373999,,374244
2022-05-01,23.56,549.94,0.307829181494662,0.667474127926402,1557,23327,639061,117193,19,208,157,22,,36726,8147,28769,145962,369090,,375022
2022-05-02,22.43,501.87,0.298734677738237,0.664001319881893,1511,23211,640425,117371,139,1442,1379,178,,8737,70957,28771,146142,336829,,375054
2022-05-03,21.79,474.59,0.296164491894029,0.662469374624625,1498,22849,642084,117491,142,1463,1664,123,,67017,45458,28771,146262,318520,,375101
2022-05-04,21.26,452.55,0.289640173981811,0.663162478923772,1465,22319,643460,117593,98,991,1397,102,,47925,43628,28783,146376,303728,,375878
2022-05-05,20.85,434.53,0.286081455120601,0.666315036184418,1447,21880,644866,117708,117,1116,1426,123,,44225,39407,28790,146498,291632,,376519
2022-05-06,20.51,418.04,0.278370897587979,0.672046235549425,1408,21277,645611,117810,102,939,1334,104,,40224,37646,28798,146608,280568,,377067
2022-05-07,20.23,407.48,0.276196124950573,0.680313547513861,1397,20963,647071,117869,116,1225,1465,59,,37958,28250,28801,146670,273478,,377515
2022-05-08,20.19,406.06,0.277382364570977,0.690873666963616,1403,20939,647235,117912,24,193,164,43,,29324,7197,28812,146724,272528,,377986
2022-05-09,19.61,389.33,0.272835112692764,0.703243660525855,1380,20835,648234,118044,115,1029,1007,133,,7354,59733,28812,146856,261298,,378013
2022-05-10,19.17,378.24,0.269671807038355,0.716666185152271,1364,20499,649583,118166,141,1167,1361,122,,56449,38009,28813,146979,253853,,378039
2022-05-11,18.78,366.74,0.262752075919336,0.730117949753783,1329,20152,650824,118253,94,993,1236,87,,40299,35909,28822,147075,246135,,378499
2022-05-12,18.37,355.92,0.255436931593515,0.742480772973616,1292,19762,651942,118337,91,830,1121,84,,36047,32151,28822,147159,238878,,378995
2022-05-13,17.92,344.91,0.243772241992883,0.752755797735967,1233,19272,653050,118431,77,756,1127,94,,32773,30254,28826,147257,231488,,379338
2022-05-14,17.58,335.28,0.239818109924871,0.760157002668999,1213,18901,653734,118494,42,387,691,63,,30459,21780,28837,147331,225021,,379698
2022-05-15,17.51,333.26,0.240015816528272,0.76415197776034,1214,18935,653827,118508,13,145,94,14,,22844,5844,28844,147352,223667,,380019
2022-05-16,16.73,312.09,0.237050217477264,0.764483179123061,1199,18742,654775,118633,94,900,962,125,,5936,45524,28845,147478,209461,,380100
2022-05-17,16.25,298.95,0.231909845788849,0.761203135746504,1173,18290,655984,118723,106,883,1226,90,,43624,29189,28845,147568,200640,,380100
2022-05-18,15.85,286.34,0.227164887307236,0.754750405174008,1149,17883,656962,118801,67,675,990,80,,29995,27445,28847,147648,192176,,380435
2022-05-19,15.49,274.17,0.220442862791617,0.745805344902808,1115,17531,657817,118864,69,591,871,64,,27842,23981,28851,147715,184007,,380610
2022-05-20,15.23,262.31,0.216488730723606,0.735237481970471,1095,17141,658712,118926,62,591,912,62,,24332,22300,28854,147780,176051,,380729
2022-05-21,15.05,254.08,0.214511664689601,0.724117838607394,1085,16935,659150,118968,35,283,445,42,,22507,16257,28856,147824,170523,,380995
2022-05-22,15.02,251.75,0.213720838275998,0.713753812772295,1081,16941,659216,118976,5,83,65,8,,16965,4280,28859,147835,168959,,381168
2022-05-23,14.52,233.61,0.212336892052195,0.70574355760553,1074,16785,659896,119058,79,630,683,82,,4386,33348,28859,147917,156786,,381179
2022-05-24,14.38,221.66,0.211941478845393,0.701924150983612,1072,16510,660731,119146,87,666,841,88,,32029,21170,28859,148005,148764,,381183
2022-05-25,14.23,211.96,0.206207987346777,0.703914713792677,1043,16133,661637,119193,59,584,907,47,,22006,20940,28863,148056,142259,,381323
2022-05-26,13.8,182.72,0.204230921312772,0.712924445045828,1033,16015,661995,119220,45,283,365,28,,21234,4357,28864,148084,122635,,381518
2022-05-27,14.28,186.53,0.202451561882167,0.729648535562592,1024,15811,662562,119264,35,404,571,44,,4811,24855,28865,148129,125192,,381696
2022-05-28,14.36,185.33,0.202056148675366,0.754130435049089,1022,15652,662858,119287,30,163,297,23,,23582,15444,28865,148152,124382,,381703
2022-05-29,14.41,185.89,0.200474495848161,0.785603095244369,1014,15646,662919,119300,6,73,60,13,,16440,4659,28866,148166,124761,,381756
2022-05-30,14.7,191.31,0.196124950573349,0.822455819868037,992,15488,663595,119385,79,635,689,86,,4673,36988,28866,148251,128400,,381757
2022-05-31,14.67,197.45,0.188216686437327,0.8627348638546,952,15118,664493,119461,79,626,903,76,,35142,25288,28866,148327,132520,,381757
2022-06-01,14.76,204.72,0.183669434559114,0.904821462046621,929,14850,665161,119517,45,459,671,56,,26144,25528,28868,148385,137401,,381974
2022-06-02,15.28,235.31,0.183076314748913,0.947721708908182,926,14640,665774,119558,55,453,616,41,,25365,24919,28868,148426,157925,,382159
2022-06-03,15.36,235.77,0.181296955318308,0.991169656463724,917,14419,666336,119593,51,390,560,35,,25130,25205,28871,148464,158236,,382222
2022-06-04,15.66,242.32,0.181296955318308,1.03563313001191,917,14274,666645,119624,35,217,320,31,,25172,19884,28874,148498,162631,,382381
2022-06-05,15.82,244.55,0.180703835508106,1.0820812761307,914,14285,666701,119631,8,79,59,7,,20542,6180,28877,148508,164129,,382534
2022-06-06,15.73,207.57,0.179319889284302,1.13113493167199,907,14302,666752,119640,7,78,51,9,,6184,12267,28877,148517,139309,,382536
2022-06-07,17.51,254.33,0.176947410043495,1.18232786571439,895,14275,667403,119714,76,715,650,74,,11627,56736,28877,148591,170692,,382538
2022-06-08,18.36,274.48,0.176947410043495,1.2340513417733,895,14189,668154,119791,84,764,742,78,,53802,39051,28877,148668,184216,,382568
2022-06-09,19.06,292.7,0.173190984578885,1.28381661480201,876,14158,668738,119830,63,597,587,39,,40151,37145,28880,148710,196443,,382747
2022-06-10,19.41,308.29,0.171807038355081,1.3286444049165,869,14028,669322,119868,63,483,587,38,,5998,35676,28881,148749,206911,,382944
2022-06-11,19.74,320.83,0.172993277975484,1.36563813141959,875,14061,669586,119886,43,322,265,18,,17152,28295,28883,148769,215323,,383059
2022-06-12,19.92,324.08,0.172202451561882,1.39298864647365,871,14080,669640,119891,4,86,52,5,,79397,8363,28883,148774,217504,,383147
2022-06-13,21.18,409.26,0.171016211941479,1.41057132383932,865,14125,670179,119958,71,663,532,67,,8474,69443,28883,148841,274674,,383168
2022-06-14,21.34,400.74,0.168841439304073,1.41967276254359,854,14072,670836,120015,66,682,668,57,,65425,51013,28883,148898,268954,,383174
